gene,Trans-Driver,2020plus,CompositeDriver,CHASM,e-Driver,ECD-CDGI,MCDHGN,MNGCL,OncodriveCLUST,MuSiC,ActiveDriver
C8orf56,,,0.738526147385261,0.7434,,,,,,1.0,
C8orf58,0.920336994774448,0.895680299385,0.660633936606339,0.239,0.260867461885197,0.0,0.0,0.0,,1.0,
C8orf59,0.9964807507731684,0.946426089281,0.986301369863014,0.3548,,0.0,0.0,0.0,,1.0,
C8orf74,0.7628239308947424,0.565527933708,0.996100389961004,0.7362,0.841946416424502,0.0,0.0,0.0,,1.0,
C8orf76,0.5109310013863708,0.585886126704,0.343365663433657,0.2508,0.505725860771473,0.0,0.0,0.0,0.398281638275,1.0,
C8orf82,0.8275034659272689,0.88413258487,0.731626837316268,0.3726,0.248105622632946,0.0,0.0,0.0,,1.0,
C8orf86,0.5224485443105471,0.687420475809,0.999800019998,0.6468,0.380829390319327,0.0,0.0,0.0,,1.0,
C8orf87,,0.975386260358,0.736226377362264,0.7584,,,,,,,
C9,0.0874480110909672,0.585886126704,0.186981301869813,0.6806,0.2908577331721,0.52578825,0.6118879,0.65314144,0.0270347677887,2.1876144498253e-15,0.0085341330618022
C9orf114,0.3510184493974618,0.937476610532,0.761723827617238,0.1204,0.400372207451808,0.0,0.0,0.0,,1.0,
C9orf116,0.9078063346486084,0.993226410051,0.854414558544146,0.314,0.912989289729089,0.0,0.0,0.0,0.210141037012,1.0,
C9orf117,0.8535245814226298,0.699342421812,0.903309669033097,0.9106,0.0022004982132266,0.0,0.0,0.0,0.395761221538,1.0,
C9orf129,0.968966620454303,0.88413258487,0.798420157984202,0.616,,0.0,0.0,0.0,,1.0,
C9orf131,0.2451210408446198,0.433269179364,0.992600739926007,0.866,0.218737751825572,0.0,0.0,0.0,0.0659006619662,1.0,
C9orf135,0.6650314599552095,0.937476610532,0.891310868913109,0.3258,0.845000492811102,0.0,0.0,0.0,,1.0,
C9orf139,0.8156126692972165,0.822576851109,0.999500049995001,0.9254,,0.0,0.0,0.0,,1.0,
C9orf141,,,,,,,,,,1.0,
C9orf142,0.8728804521702037,0.871900561347,0.774122587741226,0.3222,0.214381582096643,0.0,0.0,0.0,,1.0,
C9orf147,,0.906730820636,1.0,0.71,,,,,,1.0,
C9orf152,0.8968220113042551,0.835188452285,0.519448055194481,0.4708,0.630440883307469,0.0,0.0,0.0,,1.0,
C9orf153,0.9670470299669404,0.954685912858,1.0,0.1872,,0.0,0.0,0.0,,1.0,
C9orf156,0.7116881731897196,0.937476610532,0.996600339966003,0.9106,0.577855369719946,0.0,0.0,0.0,,1.0,
C9orf16,0.8789058334222033,0.699342421812,0.557044295570443,0.6512,0.987951807228916,0.0,0.0,0.0,,1.0,
C9orf163,0.8262237389356937,0.760716385993,0.785421457854215,0.5908,,0.0,0.0,0.0,,1.0,
C9orf169,,,0.97970202979702,0.2318,,,,,,1.0,
C9orf170,0.9684867228324624,0.91721464849,0.999900009999,0.9016,,0.0,0.0,0.0,,1.0,
C9orf171,0.7636237602644769,0.760716385993,0.999200079992001,0.9924,0.0032069354695188,0.0,0.0,0.0,,1.0,
C9orf172,0.645195691585795,0.299064421278,0.001779982200178,0.577,0.265631780182573,0.0,0.0,0.0,0.185134413864,1.0,
C9orf173,0.6244534499306814,0.639716653301,0.328167183281672,0.4088,0.0024491715726189,0.0,0.0,0.0,,1.0,
C9orf24,0.244267889516903,0.723079390537,0.595140485951405,0.2194,0.712852549006218,0.0,0.0,0.6016187,,1.0,
C9orf3,0.1367175002666097,0.324752739909,0.908609139086091,0.4584,0.0521245548942198,0.0,0.0,0.0,0.414855349616,1.0,
C9orf37,,,0.130586941305869,0.2796,,,,,,1.0,
C9orf40,0.9116455156233336,0.57571237637,0.020389796102039,0.3978,0.435057654822702,0.0,0.0,0.0,0.00844541003549,1.0,
C9orf41,0.1519142582915644,0.120566693397,0.89021097890211,0.0734,0.112269292187184,0.0,0.0,0.0,0.566830430348,1.0,
C9orf43,0.3599232163805055,0.835188452285,0.551444855514449,0.258,0.597447641390592,0.0,0.0,0.0,0.37652832469,1.0,
C9orf47,0.9753652554121788,0.639716653301,0.669133086691331,0.6336,0.950296747863615,0.0,0.0,0.0,,1.0,
C9orf50,0.7172869787778606,0.927666399358,0.90950904909509,0.2796,0.135020145548452,0.0,0.0,0.0,,1.0,
C9orf53,,,0.699230076992301,0.3182,,,,,,1.0,
C9orf57,0.8918630692119014,0.835188452285,0.370562943705629,0.4584,0.72821179628598,0.0,0.0,0.0,,1.0,
C9orf62,0.993174789378266,0.895680299385,0.944705529447055,0.3018,,0.0,0.0,0.0,,1.0,
C9orf64,0.8259038071878,0.596145415664,0.988801119888011,0.9254,0.515955300851751,0.0,0.0,0.0,0.522966768141,1.0,
C9orf66,0.8308627492801536,0.91721464849,0.325067493250675,0.8154,0.295065490411039,0.0,0.0,0.0,,1.0,
C9orf69,0.9417190999253492,0.975386260358,0.406059394060594,0.1098,,0.0,0.0,0.0,,1.0,
C9orf72,0.47632505065586,0.419700614809,0.92010798920108,0.1382,0.473686361237447,0.0,0.6531024,0.6964015,,1.0,
C9orf78,0.3607230457502399,0.639716653301,0.471952804719528,0.283,0.229559956876735,0.0,0.32360205,0.7099724,,1.0,
C9orf84,0.0903807187799935,0.710948944133,0.998300169983002,0.9796,0.117217777518958,0.0,0.0,0.0,0.71881296447,1.0,
C9orf85,0.142689559560627,0.785597433841,0.167083291670833,0.0108,0.503000314049796,0.0,0.0,0.0,,1.0,
C9orf89,0.8736269595819558,0.485223202352,0.986001399860014,0.4518,,0.0,0.0,0.0,0.329754521461,1.0,
C9orf9,0.5391916391169884,0.485223202352,0.463853614638536,0.293,0.952566464827916,0.0,0.0,0.0,,1.0,
C9orf91,0.5571078169990402,0.735632183908,1.0,0.0072,0.435522804325637,0.0,0.0,0.0,,1.0,
C9orf92,,,,,,,,,,1.0,
C9orf96,,,0.811418858114189,0.2796,0.0370961567714468,,,,,1.0,
CA1,0.843500053321958,0.859695268645,0.882711728827117,0.6468,0.0563071542240531,0.0,0.0,0.6986507,0.0770710115988,5.04785242287865e-06,
CA10,0.2566919057267782,0.0413579256883,0.77962203779622,0.5354,0.836625277600881,0.0,0.0,0.0,0.0121422445131,2.5936880159928103e-20,0.0012856842813281
CA11,0.7112082755678788,0.519545576049,0.264973502649735,0.866,0.0254759567031338,0.0,0.038005985,0.6450435,0.554419764332,0.0062651543195147,
CA12,0.770822224592087,0.628596631917,0.639336066393361,0.3414,0.425473228528808,0.0,0.89451677,0.71365535,0.4942713485,0.734450525897581,1.0
CA13,0.9175642529593686,0.188970863406,0.691730826917308,0.196,0.703243227578603,0.0,0.0,0.0,0.0694292815898,1.0,
CA14,0.5690519355870747,0.370735097567,0.314168583141686,0.6468,0.247113012226905,0.0,0.9456906,0.72259325,0.233943229707,0.0356105431399968,1.0
CA2,0.7956702570118375,0.606746859129,0.224077592240776,0.5632,0.584505334252713,0.0,0.8772549,0.68904376,0.0143475844599,0.002173343679329,0.0467851436635643
CA3,0.4921616721766023,0.773098102112,0.956604339566043,0.1318,0.473730991011868,0.0,2.85e-05,0.77190936,0.0274131358104,2.22929103300298e-07,1.0
CA4,0.9160712381358644,0.329468056669,0.233576642335766,0.0114,0.201222657475684,0.0,0.66952455,0.74595517,0.00925788392985,0.0001819135458861,1.0
CA5A,0.8667484270022395,0.91721464849,0.807419258074193,0.6614,0.148845739676324,0.0,0.5225907,0.71466434,0.14610065326,0.0440618867165988,
CA5B,0.8622160605737442,0.88413258487,0.28987101289871,0.2364,0.84081951783432,0.0,0.4026088,0.70506704,,1.0,
CA6,0.8443532046496747,0.871900561347,0.322767723227677,0.171,0.0804810607425163,0.0,0.06777515,0.6627197,,0.001728136446292,
CA7,0.7575983790124773,0.859695268645,0.198480151984802,0.3978,0.706428330416816,0.0,0.0,0.0,,1.0,
CA8,0.4889090327396822,0.291226944667,0.649135086491351,0.0306,0.199921028326621,0.0,0.60361624,0.686728,0.236579239154,0.0008445439970225,1.0
CA9,0.6350645195691585,0.34933974873,0.533046695330467,0.3068,0.234766825098197,0.0,0.026639936,0.7428869,0.58731184663,0.0168089915083469,1.0
CAAP1,0.5559347339234296,0.565527933708,0.996500349965003,0.5908,0.664615051169021,0.0,0.0,0.0,,0.0463392524043466,0.0024072112048598
CAB39,0.175535885677722,0.511136059877,0.102389761023898,0.1048,0.674305510093288,0.16578513,0.93600845,0.7410969,0.390422744409,1.0,1.0
CAB39L,0.2636770822224592,0.57571237637,0.182981701829817,0.6614,0.675977239478564,0.3401245,0.86974585,0.7425556,0.4942713485,0.283996820671231,1.0
CABIN1,0.1770289005012264,0.00784282277466,0.75962403759624,0.5452,0.0404623499210619,0.68517596,0.96468794,0.5896485,0.2792632196,0.0195318190796059,0.0465582683239871
CABLES1,0.357310440439373,0.164501470195,0.968903109689031,0.0776,0.175881927385228,0.355892,0.99703014,0.5924091,,0.340224103091326,0.0389780511781354
CABLES2,0.6336781486616188,0.101240310078,0.83971602839716,0.146,0.315669494481944,0.0,0.0,0.0,0.33970282515,0.623560079206855,1.0
CABP1,0.6984643276101099,0.519545576049,0.920607939206079,0.0182,0.0022987477801307,0.20688209,0.028540568,0.61655784,,0.195071535990655,1.0
CABP2,0.7696491415164765,0.556332531409,0.905909409059094,0.1302,0.0841155217986131,0.08201859,0.73430884,0.62053645,,0.022479737587922,
CABP4,0.8366215207422416,0.485223202352,0.783821617838216,0.6092,0.152257890329545,0.0,0.0,0.0,,7.35772158059468e-09,
CABP5,0.8455262877252853,0.339219460037,0.43025697430257,0.0414,0.363309355057059,0.0,0.0,0.0,,0.070426557814029,
CABP7,0.4875759837901248,0.785597433841,0.487851214878512,0.0692,0.493119807574612,0.0,0.0,0.0,0.210141037012,0.805556204506782,1.0
CABS1,0.8393942625573211,0.426479550922,0.91970802919708,0.9932,0.0278178539734942,0.0,0.009940187,0.5735229,,7.51009794322253e-16,
CABYR,0.2147808467526927,0.596145415664,0.874212578742126,0.6336,0.36814674072317,0.0,0.55826044,0.55875957,0.415953666653,0.0352403928279799,1.0
CACFD1,0.8835448437666631,0.822576851109,0.548745125487451,0.2458,0.0213963243252882,0.0,0.0,0.0,,1.0,
CACHD1,0.1962781273328356,0.0576851109329,0.999700029997,0.2278,0.00341586010858,0.0,0.1531447,0.5658152,0.498168696755,0.0004653502376921,0.0128030305356918
CACNA1A,0.0138103871174148,0.013402833467,0.000109998900011,0.2508,0.0008842765296821,0.8281576,0.90845597,0.791901,0.109605586385,0.0,1.0
CACNA1B,0.0766769755785432,0.131504945202,0.0080899191008089,0.2678,0.0003865040457004,0.8114712,0.10412077,0.77134293,0.140637412378,0.0,7.47948604739539e-05
CACNA1C,0.0557747680494827,0.082309542903,0.004719952800472,0.146,0.0120060480461895,0.88269573,0.9867013,0.71746296,0.2134785522,0.0,1.0
CACNA1D,0.0,0.344373162256,0.019589804101959,0.4204,0.0127863112370826,0.88132495,0.9885872,0.7015671,0.384916155562,1.57798005997953e-13,1.0
CACNA1E,0.4021008851445025,0.283084736701,9.99990000099999e-06,0.0576,0.0001495667213404,0.89902866,0.6433468,0.6244073,0.0101173407881,0.0,1.0
CACNA1F,0.0586008318225445,0.258086073242,9.99990000099999e-06,0.0042,0.0209165479333495,0.70052767,0.80933136,0.6469945,,0.0,
CACNA1G,0.1237069425189293,0.546837743919,0.17998200179982,0.0968,0.025664867287499,0.69221866,0.8988308,0.7020709,0.389433871479,3.38497704638909e-19,1.0
CACNA1H,0.1002452810067185,0.382384389201,0.031639683603164,0.0902,0.0042499400193821,0.6656085,0.45377597,0.665282,0.14068412777,0.0,1.0
CACNA1I,0.2220326330382851,0.264629778134,0.000529994700053,0.283,0.0013382677263723,0.42800766,0.798404,0.6888689,0.275601012076,1.25228046018558e-16,
CACNA1S,0.1919590487362695,0.134589681903,0.644335566443356,0.1008,0.0817971902552974,0.79857373,0.90527594,0.6963128,,0.0,0.0069497117624749
CACNA2D1,0.0525754505705449,0.124389200748,0.499150084991501,0.3492,0.0097456416952471,0.7918868,0.97507477,0.6803981,0.070405954869,0.0,1.0
CACNA2D2,0.5357790338061214,0.212964448009,0.994000599940006,0.258,0.0820097767702414,0.6709077,0.8747297,0.67091537,0.694582648974,0.0026368411039434,1.0
CACNA2D3,0.0237282713021221,0.268313285218,0.238876112388761,0.3644,0.0075029457888445,0.14958541,0.0,0.0,0.0451366509575,0.0,
CACNA2D4,0.3197184600618534,0.244784816894,0.376962303769623,0.006,0.0947841887935112,0.14035979,0.0,0.0,0.317948974922,0.0,1.0
CACNB1,0.6551135757705022,0.370735097567,0.263073692630737,0.784,0.0481987457183366,0.59467524,0.97627676,0.7400217,0.289164222686,0.0070219345626167,1.0
CACNB2,0.1825743841313852,0.585886126704,0.712828717128287,0.4906,0.151990579905516,0.60296327,0.59232587,0.743534,0.25580265617,7.05234395951424e-12,0.0057423809735214
CACNB3,0.7501333048949557,0.546837743919,0.61993800619938,0.7536,0.372222136819066,0.22129202,0.60350484,0.7440891,0.125063465031,0.719653466919618,1.0
CACNB4,0.2994561160285806,0.419700614809,0.231176882311769,0.314,0.0055998490338964,0.5255758,0.8546182,0.74282736,0.368610640084,0.0022533558340395,1.0
CACNG1,0.8922896448757598,0.145249933173,0.14968503149685,0.626,0.0921766589175413,0.28633985,0.050818365,0.66930264,,0.829694045342079,
CACNG2,0.5970992854857631,0.469713980219,0.571042895710429,0.2458,0.110415474692568,0.120911725,0.3448714,0.74782646,0.448412957213,6.75332636831161e-07,1.0
CACNG3,0.0667057694358537,0.17807003475,0.0379996200038,0.1618,0.130399905979153,0.27375057,0.044231705,0.7290339,0.000334656145885,0.0,1.0
CACNG4,0.6473285699050869,0.565527933708,0.675332466753325,0.2796,0.577762164473795,0.40050796,0.96166086,0.7191671,0.5027308521930001,0.0544956724405958,
CACNG5,0.630105577476805,0.556332531409,0.898710128987101,0.047,0.145470548973969,0.17649586,0.23397663,0.7275611,,4.47835401503067e-06,
CACNG6,0.1850271941985709,0.906730820636,0.766423357664234,0.8108,0.617296200925161,0.40666288,0.0,0.6722829,,3.56216753138989e-05,
CACNG7,0.6188013223845579,0.519545576049,0.509449055094491,0.6512,0.21675758160069,0.43441692,2.36e-05,0.72497046,0.0444633267112,4.95626729275439e-14,1.0
CACNG8,0.773328356617255,0.388275862069,0.0083699163008369,0.567,0.0014227359811922,0.20953195,0.0,0.0,,3.48682530255739e-10,
CACTIN,0.5603604564359603,0.0662229350441,0.666233376662334,0.04,0.0007747729647574,0.0,0.3038744,0.6639956,,4.21034633177914e-05,1.0
CACUL1,0.1813479790977924,0.84747393745,0.316268373162684,0.3068,0.45313243701719,0.0,0.08703901,0.5575545,,0.0149065781076307,
CACYBP,0.2983363549109523,0.519545576049,0.46005399460054,0.0358,0.0104240268493973,0.0,0.96100867,0.7662339,0.324635437791,0.228300864293753,0.002204064674605
CAD,0.0476698304361735,0.0145950280674,0.120687931206879,0.001,0.206534755843495,0.0,0.9974306,0.76103055,0.3986845195400001,0.0018483845179956,1.0
CADM1,0.7035299136184281,0.57571237637,0.932406759324068,0.239,0.348709479274214,0.0,0.9864857,0.70160264,0.505805233285,8.77880054988754e-06,1.0
CADM2,0.1689239628879172,0.556332531409,0.158284171582842,0.404,1.0,0.0,0.03757309,0.5787748,0.0790901282733999,0.0,
CADM3,0.324837368028154,0.760716385993,0.304969503049695,0.5274,0.0114399679850902,0.0,0.7935669,0.70880127,0.108040151452,4.2946813957390797e-16,
CADM4,0.5772101951583661,0.628596631917,0.126187381261874,0.2796,0.298583779925261,0.0,0.80684906,0.54764146,0.284159452251,0.218114586160328,1.0
CADPS,0.0246347445878212,0.0517562149158,0.0881911808819118,0.5574,0.355961263574417,0.0,0.045648284,0.59611994,0.104924123421,0.0,1.0
CADPS2,0.1264796843340087,0.0962576851109,0.984301569843016,0.0194,0.0620713952478813,0.0,0.9251892,0.57120454,0.4583320017050001,1.14182420706832e-15,1.0
CAGE1,0.3863175855817425,0.376599839615,0.402959704029597,0.877,0.0096325144961661,0.0,0.0,0.0,,0.001846567684459,1.0
CALB1,0.1766556467953502,0.11537556803,0.473352664733527,0.2536,0.687517077758903,0.49394426,0.35670266,0.679937,0.138782459887,0.125296603645805,
CALB2,0.7389890156766556,0.628596631917,0.144585541445855,0.0932,0.279293768009972,0.0,0.0,0.585461,0.416927651319,3.68018841469053e-08,1.0
CALCA,0.9828303295297004,0.822576851109,0.980501949805019,0.4776,0.227701817833094,0.24721345,0.68898714,0.6856415,0.38429272199,0.0006773504798586,
CALCB,0.9121254132451744,0.975386260358,0.748525147485251,0.0204,0.547446452416524,0.0677938,0.0,0.0,,0.0181671318531172,
CALCOCO1,0.2082222459208702,0.254685912858,0.103989601039896,0.1382,0.35515267714554,0.0,0.9546102,0.6443118,0.186172514636,0.0155075201812923,1.0
CALCOCO2,0.4282286445558281,0.174140604117,0.984201579842016,0.6046,0.248606163385575,0.117719494,0.08688781,0.6884904,0.44841239837,1.0,1.0
CALCR,0.2999360136504212,0.485223202352,0.235076492350765,0.2678,0.337434652570984,0.25128758,0.49276102,0.69696754,,0.0,
CALCRL,0.2427748746933987,0.0703394814221,0.984001599840016,0.1932,0.380984590967138,0.46030685,0.7538392,0.7145256,0.152183730733,0.0,
CALD1,0.2818598698944226,0.00294573643411,0.712928707129287,0.0008,0.411523870754212,0.6971123,0.9973999,0.77845305,0.283425641246,1.15411395696382e-08,1.0
CALHM1,0.7479471046176815,0.937476610532,0.573142685731427,0.3414,0.206859693199085,0.0,0.0,0.0,,0.0102300985371989,
CALHM2,0.5726778287298709,0.419700614809,0.631936806319368,0.5208,0.272857831816143,0.0,0.0,0.0,0.348347814153,0.17240207869079,
CALHM3,0.9099925349258824,0.999401229618,0.976902309769023,0.0256,0.706763077274749,0.0,0.000224393,0.57761496,,0.747937857301199,
CALHM4,,,,,,,0.020791817,0.55824375,,,
CALHM6,,,,,,,0.07130355,0.5478581,,,
CALM1,0.0194625146635384,0.0741994119219,0.051529484705153,0.177,0.412155072228705,0.0,0.77271265,0.74234974,0.17210741139,0.746502705313338,1.0
CALM2,0.6136290924602752,0.176054530874,0.0584794152058479,0.4776,0.189313109004308,0.0,0.27851674,0.7271743,,0.172849173664832,1.0
CALM3,0.7562653300629198,0.440240577386,0.111788821117888,0.3548,0.182931865338221,0.42129052,0.754606,0.7751474,,1.0,1.0
CALML3,0.6881731897195265,0.0971504945202,0.677532246775322,0.0538,0.105999077029636,0.09873725,0.0,0.0,0.0470522520009,0.0005735935714555,
CALML4,0.9314812839927482,0.84747393745,0.199280071992801,0.3068,0.12619934203316,0.08330874,0.0,0.0,,1.0,
CALML5,0.9035938999680068,0.606746859129,0.978902109789021,0.3492,0.257262211053468,0.21676369,0.052123148,0.68909025,0.415954805526,1.49879039069682e-07,1.0
CALML6,0.9108456862535992,0.748110130981,0.644935506449355,0.8384,0.284399280869603,0.0,0.025526447,0.6714751,,0.401682965776396,
CALN1,0.300255945398315,0.218593958835,0.132386761323868,0.1618,0.0807457778607009,0.0,0.031438116,0.57132256,0.000301918186689,0.0,
CALR,0.3457395755572144,0.141924619086,0.674732526747325,0.784,0.429735924768945,0.93288994,0.9083586,0.82848394,0.5467952385679999,0.0939893360415863,
CALR3,0.7136610856350645,0.324752739909,0.887411258874113,0.31,0.056485926413231,0.0,0.754006,0.56475854,,0.0110646414883869,
CALU,0.5434040737975898,0.299064421278,0.949005099490051,0.0576,0.224908263796062,0.19077125,0.8850835,0.70693225,,1.0,1.0
CALY,0.9829369734456648,0.954685912858,0.324467553244676,0.567,0.527631518040209,0.0,0.06169215,0.66168255,,0.445370806363093,0.0112991529576312
CAMK1,0.5008531513277168,0.110360866079,0.301269873012699,0.0,0.484665263563285,0.2315562,0.22931217,0.7304913,0.451328671213,0.265482669466363,1.0
CAMK1D,0.2909779247093953,0.082309542903,0.913808619138086,0.1302,,0.23977782,0.9947107,0.71753806,,2.07108315309592e-10,1.0
CAMK1G,0.5146635384451317,0.311440791232,0.997000299970003,0.2712,0.340470738392637,0.16727851,0.8717531,0.7801895,0.327097931834,0.179018447849844,
CAMK2A,0.5813693078809854,0.0214915797915,0.705529447055295,0.0414,0.364499169112399,0.5033009,0.91756666,0.8107013,0.186932936477,0.0341959958084876,8.94087896367068e-07
CAMK2B,0.4324944011944118,0.0132798716921,0.264073592640736,0.1302,0.0764730526282202,0.5583314,0.9304619,0.78345644,0.334393862332,1.37719930065854e-08,0.0247401992254738
CAMK2D,0.3439799509437986,0.198048650094,0.848815118488151,0.1496,0.552707332240323,0.4280518,0.93309957,0.7852139,,1.0,1.0
CAMK2G,0.2898048416337848,0.198048650094,0.810618938106189,0.0646,0.0244331417635686,0.28535014,0.85959965,0.76514816,0.526206309026,0.749348261351917,1.0
CAMK2N1,0.8822117948171057,0.91721464849,0.407959204079592,0.877,0.962029450934776,0.0,0.26575038,0.5713238,,0.700093268049466,
CAMK2N2,0.9979737655966728,0.810253942796,0.022729772702273,0.293,0.962503980415343,0.0,0.012064579,0.57580125,,0.414154120628862,
CAMK4,0.3385944331875866,0.433269179364,0.866313368663134,0.2458,0.451800445441308,0.4533131,0.65103054,0.6461828,0.320526435264,1.11154135917857e-09,0.0471950785235881
CAMKK1,0.5043190785965661,0.0980700347501,0.574342565743426,0.2,0.610866594097283,0.11274579,0.7972833,0.7265991,0.278948809413,0.0035936024110933,0.0130923101781409
CAMKK2,0.0603604564359603,0.170072173216,0.312468753124688,0.2508,0.0968226469120434,0.08541041,0.32302073,0.67644525,0.25078606827,0.0027353106964581,1.0
CAMKMT,0.9516369841100564,0.229323710238,0.891510848915108,0.6402,0.0647590197734527,0.0,0.6944058,0.7153233,,0.545705666378365,
CAMKV,0.6154953609896555,0.283084736701,0.984901509849015,0.0208,0.329903542350403,0.0,0.58544344,0.69439435,0.619111939128,6.49233955552008e-05,1.0
CAMLG,0.938626426362376,0.537439187383,0.713328667133287,0.485,0.505753986052324,0.0,0.4885997,0.63381976,,0.895417528146951,0.0206822232172558
CAMP,0.8762930574810707,0.84747393745,0.999600039996,0.9668,0.414098415319017,0.3749061,0.043357983,0.67262554,0.00484111263124,0.507917619378036,
CAMSAP1,0.300629199104191,0.433269179364,0.898110188981102,0.283,0.0003408602506887,0.0,0.5544778,0.59190375,0.445303218627,1.40218792260123e-07,1.0
CAMSAP2,0.0450037325370586,0.735632183908,0.911708829117088,0.8154,0.0313153134549789,0.0,0.92123574,0.67544764,,1.18259314315795e-12,1.0
CAMSAP3,0.1105897408552841,0.400657578188,0.329267073292671,0.3942,0.0891711947010023,0.6336555,0.24385843,0.6463503,,1.1178540565841702e-09,0.0002873942386831
CAMTA1,0.0758771462088088,0.370735097567,0.828517148285172,0.04,0.058847741242225,0.0,0.0,0.0,0.192589190939,0.0,1.0
CAMTA2,0.1441825743841314,0.502480620155,0.981801819818018,0.0008,0.273733390961543,0.0,0.560607,0.61332214,0.0955998888582,3.01487083544733e-05,
CAND1,0.0,0.131504945202,0.461653834616538,0.0012,0.319999974280045,0.0,0.99967635,0.868309,0.6763027434550001,7.51956633256188e-09,1.0
CAND2,0.3332089154313746,0.218593958835,0.86011398860114,0.8724,0.180724339008375,0.0,0.12308832,0.65626657,0.327882615978,0.0074520973139332,1.0
CANT1,0.785005865415378,0.291226944667,0.160783921607839,0.616,0.0399455624415424,0.0,0.29614708,0.69303906,0.120223355371,0.0001034004519935,
CANX,0.1104297749813373,0.0914407912323,0.599140085991401,0.0008,0.317656341430687,0.20716168,0.29330212,0.7240445,0.0588848435035,0.0006860763820148,1.0
CAP1,0.2330702783406206,0.116615878107,0.741425857414259,0.2174,0.360031881371481,0.1256893,0.992924,0.65389967,0.517656224317,0.0861314508053643,0.0002960874589919
CAP2,0.6383704809640609,0.153616680032,0.968703129687031,0.0776,0.4525922558051,0.0,0.49133092,0.62903273,0.0585647069894,0.0544680849899338,1.0
CAPG,0.2537591980377519,0.344373162256,0.394260573942606,0.4088,0.0563601710656934,0.3208667,0.9984446,0.6463096,0.182593866315,0.480643026549507,0.0425025451996575
CAPN1,0.4287085421776687,0.186757551457,0.496350364963504,0.0944,0.193248247107551,0.8549462,0.9998135,0.8042948,0.598511896783,0.0547815455650906,1.0
CAPN10,0.6304255092246986,0.785597433841,0.0569494305056949,0.4088,0.412127507737944,0.112324096,0.4323589,0.59279466,0.409465017065,0.0949694622610849,
CAPN11,0.3357683694145249,0.106917936381,0.718028197180282,0.2458,0.166378367934985,0.30820197,0.12001238,0.55893224,,0.131820854599876,
CAPN12,0.682521062173403,0.537439187383,0.646535346465353,0.4584,0.0500410853577593,0.0980724,0.0,0.0,,0.0333246536587878,
CAPN13,0.6912125413245174,0.528388131516,0.507549245075492,0.2236,0.0009236216163755,0.0,0.0,0.0,0.0736775039192,0.0,1.0
CAPN14,0.8292097685827023,0.984592354985,0.68003199680032,0.2086,0.144641444145098,0.0,0.0,0.0,,0.272753597915226,
CAPN15,0.3606697237922577,0.324752739909,0.154484551544846,0.4906,0.201068999912331,0.0,0.0,0.0,,2.15697589600967e-14,
CAPN2,0.4718993281433294,0.0342689120556,0.613438656134387,0.4304,0.0288886418381951,0.7386373,0.9518934,0.7666657,0.209689749758,0.33067379287339,0.0132555944706119
CAPN3,0.1410899008211581,0.123148890671,0.0530794692053079,0.0776,0.0549242839537072,0.43319064,0.99949944,0.66861075,0.216707870509,0.0095667434873841,1.0
CAPN5,0.3855710781699903,0.651253675488,0.0560294397056029,0.1098,0.181194141304302,0.115102544,0.0,0.0,0.300641105663,0.0002958427419235,
CAPN6,0.1668977284845899,0.354343758353,0.000119998800012,0.155,0.250627672362721,0.5218844,0.3791029,0.60798746,0.173435172383,0.0,1.0
CAPN7,0.3104404393729337,0.354343758353,0.174382561743826,0.0134,0.0239601431483323,0.1194936,0.21437143,0.59625614,,1.0,6.52750051014472e-05
CAPN8,0.3332089154313746,0.88413258487,0.551744825517448,0.9566,0.420485056960491,0.0,0.0,0.57252735,,0.336949293412944,
CAPN9,0.3616828409939213,0.663410852713,0.96990300969903,0.2796,0.100795819415141,0.09921832,0.0,0.0,0.254036582992,0.0005587738843936,
CAPNS1,0.488322491201877,0.400657578188,0.284971502849715,0.928,0.703580881273334,0.12340593,0.9837096,0.7479083,,0.964011824748944,1.0
CAPNS2,0.9065266076570332,0.223817161187,0.651834816518348,0.1668,1.0,0.38827118,0.029101128,0.6275908,0.00996102382403,1.0,
CAPRIN1,0.1858270235683053,0.212964448009,0.135786421357864,0.0932,0.0753706424480153,0.0,0.9946806,0.67558837,0.262634597216,0.0051995000285762,1.0
CAPRIN2,0.0491095233016956,0.176054530874,0.588241175882412,0.1162,0.0624994344205048,0.0,0.42773807,0.61437273,0.274797572316,1.82528719575324e-06,0.0048366006466745
CAPS,0.862535992321638,0.975386260358,0.753324667533247,0.082,0.640009410575647,0.0,0.0,0.0,,1.0,1.0
CAPS2,0.5622267249653408,0.528388131516,0.417758224177582,0.239,0.370644484257122,0.0,0.0,0.0,0.0433606964198,1.8941704485468e-06,
CAPSL,0.3723472325903807,0.212964448009,0.405659434056594,0.1318,0.0001678821684565,0.0,0.0,0.5791229,0.00482402462745,4.22728262781772e-16,
CAPZA1,0.2170736909459315,0.835188452285,0.335066493350665,0.19,0.448194607875818,0.63636035,0.972675,0.8038219,,0.312729345815053,1.0
CAPZA2,0.5196758024954675,0.370735097567,0.951604839516048,0.19,0.389675270477808,0.8105873,0.98732126,0.8351002,,0.412636972877512,1.0
CAPZA3,0.0556148021755358,0.710948944133,0.556344365563444,0.2174,0.550194070205834,0.34099156,0.018300403,0.7226614,,0.0,1.0
CAPZB,0.5933134264690199,0.207714514836,0.986901309869013,0.2972,0.525185957587532,0.34835503,0.9989599,0.8027145,,0.727489703003907,0.0286090572908282
